donor_id,sampleid,author_cell_type,n_cells,tissue,study
BCM_22_0896,BCM_22_0896_RNA_fovea,MG_ON,540,fovea centralis,Chen_ancestry
BCM_23_0131,BCM_23_0131_RNA_fovea,MG_OFF,439,fovea centralis,Chen_ancestry
BCM_23_0131,BCM_23_0131_RNA_fovea,MG_ON,344,fovea centralis,Chen_ancestry
BCM_23_0131,BCM_23_0131_RNA_lobe,MG_OFF,13,peripheral region of retina,Chen_ancestry
BCM_23_0131,BCM_23_0131_RNA_lobe,MG_ON,3,peripheral region of retina,Chen_ancestry
BCM_23_0231,BCM_23_0231_RNA_fovea,MG_OFF,660,fovea centralis,Chen_ancestry
BCM_23_0231,BCM_23_0231_RNA_fovea,MG_ON,563,fovea centralis,Chen_ancestry
BCM_23_0313,BCM_23_0313_RNA_fovea,MG_OFF,66,fovea centralis,Chen_ancestry
BCM_23_0313,BCM_23_0313_RNA_fovea,MG_ON,103,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,HRGC11,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,HRGC12,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,HRGC13,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,HRGC7,24,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,HRGC8,5,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,MG_OFF,510,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,MG_ON,471,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,PG_OFF,14,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,PG_ON,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea,ipRGC,2,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC11,5,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC12,2,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC15,2,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC17,2,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC19,5,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC20,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC21,2,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC22,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC24,1,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC7,28,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,HRGC8,22,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,MG_OFF,429,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,MG_ON,357,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,PG_OFF,29,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,PG_ON,30,fovea centralis,Chen_ancestry
BCM_23_0334,BCM_23_0334_RNA_fovea_s2,ipRGC,5,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,HRGC10,2,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,HRGC11,1,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,HRGC13,6,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,HRGC7,38,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,MG_OFF,630,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,MG_ON,656,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,PG_OFF,39,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,PG_ON,15,fovea centralis,Chen_ancestry
BCM_23_0358,BCM_23_0358_RNA_fovea,ipRGC,6,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea,MG_OFF,947,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea,MG_ON,911,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,HRGC14,1,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,HRGC16,1,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,HRGC7,4,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,HRGC8,1,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,MG_OFF,126,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,MG_ON,88,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,PG_OFF,2,fovea centralis,Chen_ancestry
BCM_23_0574,BCM_23_0574_RNA_fovea_s2,PG_ON,2,fovea centralis,Chen_ancestry
BCM_23_0578,BCM_23_0578_RNA_fovea,MG_OFF,887,fovea centralis,Chen_ancestry
BCM_23_0578,BCM_23_0578_RNA_fovea,MG_ON,620,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,HRGC11,3,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,HRGC16,5,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,HRGC7,8,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,HRGC8,4,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,MG_OFF,632,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,MG_ON,1265,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,PG_OFF,3,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,PG_ON,2,fovea centralis,Chen_ancestry
BCM_23_0792,BCM_23_0792_RNA_fovea,ipRGC,5,fovea centralis,Chen_ancestry
BCM_23_1340,BCM_23_1340_RNA_fovea,MG_OFF,250,fovea centralis,Chen_ancestry
BCM_23_1340,BCM_23_1340_RNA_fovea,MG_ON,493,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC11,14,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC19,1,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC20,2,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC7,15,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC8,14,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,HRGC9,1,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,MG_OFF,1742,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,MG_ON,1519,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,PG_OFF,16,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,PG_ON,2,fovea centralis,Chen_ancestry
BCM_23_1401,BCM_23_1401_RNA_fovea,ipRGC,1,fovea centralis,Chen_ancestry
BCM_23_1448,BCM_23_1448_RNA_fovea,MG_OFF,914,fovea centralis,Chen_ancestry
BCM_23_1448,BCM_23_1448_RNA_fovea,MG_ON,758,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s1,MG_OFF,1006,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s1,MG_ON,932,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC11,2,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC12,1,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC16,1,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC19,2,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC7,4,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,HRGC8,1,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,MG_OFF,182,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,MG_ON,211,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,PG_OFF,1,fovea centralis,Chen_ancestry
BCM_23_1556,BCM_23_1556_RNA_fovea_s2,PG_ON,1,fovea centralis,Chen_ancestry
BCM_24_0080,BCM_24_0080_RNA_fovea,MG_OFF,26,fovea centralis,Chen_ancestry
BCM_24_0080,BCM_24_0080_RNA_fovea,MG_ON,27,fovea centralis,Chen_ancestry
Chen_17_D013,Chen_b_17D013_lobe_NeuNT,MG_OFF,5,peripheral region of retina,Chen_b_GSE226108
Chen_17_D013,Chen_b_17D013_lobe_NeuNT,MG_ON,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D003,Chen_a_10x3_Lobe_19_D003_NeuN,MG_OFF,28,peripheral region of retina,Chen_a
Chen_19_D003,Chen_a_10x3_Lobe_19_D003_NeuN,MG_ON,9,peripheral region of retina,Chen_a
Chen_19_D003,Chen_c_10x3_19_D003,MG_OFF,170,macula lutea,Chen_c_GSE247157
Chen_19_D003,Chen_c_10x3_19_D003,MG_ON,102,macula lutea,Chen_c_GSE247157
Chen_19_D006,Chen_a_10x3_Lobe_19_D006_NeuN,MG_OFF,61,peripheral region of retina,Chen_a
Chen_19_D006,Chen_a_10x3_Lobe_19_D006_NeuN,MG_ON,44,peripheral region of retina,Chen_a
Chen_19_D006,Chen_c_10x3_19_D006,MG_OFF,263,macula lutea,Chen_c_GSE247157
Chen_19_D006,Chen_c_10x3_19_D006,MG_ON,194,macula lutea,Chen_c_GSE247157
Chen_19_D007,Chen_a_10x3_Lobe_19_D007_NeuN,MG_OFF,1,peripheral region of retina,Chen_a
Chen_19_D007,Chen_a_10x3_Lobe_19_D007_NeuN,MG_ON,1,peripheral region of retina,Chen_a
Chen_19_D007,Chen_c_10x3_19_D007,MG_OFF,137,macula lutea,Chen_c_GSE247157
Chen_19_D007,Chen_c_10x3_19_D007,MG_ON,109,macula lutea,Chen_c_GSE247157
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,DS_ON,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC10,15,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC11,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC12,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC14,9,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC15,5,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC17,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC18,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC19,2,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC21,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC22,1,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC23,6,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC7,53,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC8,3,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,HRGC9,16,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,MG_OFF,7969,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,MG_ON,7746,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,PG_OFF,120,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,PG_ON,42,macula lutea,Chen_rgc
Chen_19_D007,Chen_rgc_10x3V31_19_D007_Macular_NeuN_T,ipRGC,29,macula lutea,Chen_rgc
Chen_19_D010,Chen_a_10x3_Lobe_19_D010_NeuN,MG_OFF,10,peripheral region of retina,Chen_a
Chen_19_D010,Chen_c_10x3_19_D010,HRGC11,3,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC15,1,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC19,3,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC22,1,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC7,8,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC8,16,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,HRGC9,1,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,MG_OFF,196,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,MG_ON,97,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,PG_OFF,4,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,PG_ON,10,macula lutea,Chen_c_GSE247157
Chen_19_D010,Chen_c_10x3_19_D010,ipRGC,4,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_a_10x3_Lobe_19_D011_NeuN,MG_OFF,231,peripheral region of retina,Chen_a
Chen_19_D011,Chen_a_10x3_Lobe_19_D011_NeuN,MG_ON,46,peripheral region of retina,Chen_a
Chen_19_D011,Chen_c_10x3_19_D011,HRGC11,2,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC12,1,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC14,2,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC16,2,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC18,2,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC20,2,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC7,12,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC8,12,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,HRGC9,1,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,MG_OFF,244,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,MG_ON,143,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,PG_OFF,7,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,PG_ON,16,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_c_10x3_19_D011,ipRGC,6,macula lutea,Chen_c_GSE247157
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC10,79,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC11,3,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC12,25,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC14,3,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC15,52,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC16,47,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC17,6,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC18,18,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC19,2,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC20,10,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC21,8,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC22,11,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC23,9,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC24,1,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC7,163,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC8,25,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,HRGC9,53,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,MG_OFF,14295,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,MG_ON,8039,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,PG_OFF,217,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,PG_ON,293,macula lutea,Chen_rgc
Chen_19_D011,Chen_rgc_10x3v31_19_D011_Macular_NeuN_T,ipRGC,79,macula lutea,Chen_rgc
Chen_19_D013,Chen_b_19D013_fovea,MG_OFF,148,fovea centralis,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_fovea,MG_ON,138,fovea centralis,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,DS_ON,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC10,8,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC12,4,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC14,6,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC15,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC16,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC17,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC18,4,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC20,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC21,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC23,7,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC7,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC8,5,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,HRGC9,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,MG_OFF,1547,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,MG_ON,539,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,PG_ON,17,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_lobe_NeuNT,ipRGC,26,peripheral region of retina,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_macular,MG_OFF,93,macula lutea proper,Chen_b_GSE226108
Chen_19_D013,Chen_b_19D013_macular,MG_ON,54,macula lutea proper,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,HRGC10,5,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,HRGC19,7,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,HRGC20,2,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,HRGC7,2,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,HRGC8,25,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,MG_OFF,666,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,MG_ON,514,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,PG_OFF,3,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_fovea,PG_ON,1,fovea centralis,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC10,35,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC11,4,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC12,6,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC14,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC16,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC17,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC18,12,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC19,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC21,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,HRGC9,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,MG_OFF,11,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,MG_ON,7,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,PG_ON,8,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_lobe_NeuNT,ipRGC,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_macular,MG_OFF,88,macula lutea proper,Chen_b_GSE226108
Chen_19_D014,Chen_b_19D014_macular,MG_ON,45,macula lutea proper,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,HRGC7,29,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,HRGC8,37,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,HRGC9,1,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,MG_OFF,1386,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,MG_ON,1323,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,PG_OFF,14,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_fovea,ipRGC,2,fovea centralis,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,DS_ON,6,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC10,16,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC11,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC12,1,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC14,6,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC15,3,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC17,9,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC19,2,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC22,4,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC23,4,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC7,3,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC8,13,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,HRGC9,15,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,MG_OFF,1656,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,MG_ON,835,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,PG_ON,33,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_NeuNT,ipRGC,40,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_Nu,MG_OFF,25,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_lobe_Nu,MG_ON,15,peripheral region of retina,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_macular,MG_OFF,218,macula lutea proper,Chen_b_GSE226108
Chen_19_D015,Chen_b_19D015_macular,MG_ON,172,macula lutea proper,Chen_b_GSE226108
Chen_19_D016,Chen_b_19D016_macular,MG_OFF,475,macula lutea proper,Chen_b_GSE226108
Chen_19_D016,Chen_b_19D016_macular,MG_ON,370,macula lutea proper,Chen_b_GSE226108
